ID,Ano_Nascimento,Renda,Criancas_Casa,Adolescentes_Casa,Dias_Ultima_Compra,Gasto_Vinhos,Gasto_Frutas,Gasto_Carne,Gasto_Peixe,Gasto_Doces,Gasto_Ouro,Num_Compras_Promocao,Num_Compras_Web,Num_Compras_Catalogo,Num_Compras_Loja,Num_Visitas_Web_Mes,Aceitou_Campanha3=1,Aceitou_Campanha4=1,Aceitou_Campanha5=1,Aceitou_Campanha1=1,Aceitou_Campanha2=1,Reclamacao=1,Z_CustoContato,Z_Receita,Resposta,Educacao,Estado_Civil
2084,1982,36788.47789472208,0,0,14,7,2,14,12,17,10,1,2,1,2,8,0,0,0,0,0,0,3,11,1,Graduation,Married
2085,1980,78735.52049020224,0,0,12,617,46,829,47,75,94,1,4,6,5,2,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2086,1950,78443.66660575429,0,0,30,958,31,496,149,28,128,2,4,6,8,3,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2087,1962,87291.76615116803,0,0,25,408,34,526,61,130,77,1,5,2,7,2,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2088,1970,27177.21431504687,0,0,28,15,7,25,11,11,5,2,2,0,3,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2089,1990,90219.57131262471,0,0,32,701,122,836,122,77,103,1,5,5,7,2,0,0,0,0,0,0,3,11,1,Unknown,Single
2090,1972,86921.88716458411,0,0,43,422,68,610,39,58,46,1,5,6,5,3,1,0,0,0,0,0,3,11,1,PhD,Unknown
2091,1977,31369.141027719703,1,0,23,11,0,9,2,1,8,1,1,1,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2092,1972,37174.48511256067,1,0,10,37,2,8,3,3,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,Unknown,Married
2093,1973,83402.09798888302,0,0,13,689,30,731,39,157,102,1,5,8,9,2,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2094,1958,50482.28769221328,0,1,43,362,3,31,2,1,21,4,5,2,6,6,0,1,0,0,0,0,3,11,1,Unknown,Unknown
2095,1971,31654.516222164304,0,0,25,10,8,11,6,1,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2096,1968,65106.74662643237,0,0,5,881,82,337,3,25,22,3,7,3,7,5,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2097,1962,69268.10288166761,0,0,10,928,25,344,69,19,62,1,8,4,6,4,0,0,1,0,0,0,3,11,1,Graduation,Unknown
2098,1958,50576.007729102006,0,1,70,407,0,28,8,0,51,6,4,4,6,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2099,1969,78470.41463669998,0,0,43,841,65,511,202,65,89,1,5,6,4,3,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2100,1981,75776.44030273812,0,0,11,712,26,536,69,13,79,1,3,5,10,1,0,1,1,0,0,0,3,11,1,Unknown,Unknown
2101,1967,35762.06282408098,0,0,19,86,12,81,22,20,30,2,3,2,4,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2102,1986,69925.632138546,0,0,28,216,0,506,46,124,61,1,3,5,7,1,0,0,0,0,0,0,3,11,1,Unknown,Single
2103,1968,27183.10813851175,0,0,19,2,19,25,19,7,32,1,2,0,3,9,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2104,1956,64766.1857894898,0,0,38,615,49,329,92,80,110,1,8,3,5,5,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2105,1974,46260.41628553231,0,1,4,384,3,52,6,4,17,5,6,1,7,7,0,0,0,0,0,0,3,11,1,Unknown,Married
2106,1970,38263.94929530084,1,0,58,88,5,38,0,5,59,4,3,1,2,7,1,0,0,0,0,0,3,11,1,Unknown,Unknown
2107,1988,90618.0065295069,0,0,26,1091,114,919,103,135,90,1,3,4,9,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2108,1958,26273.0616583557,1,1,18,12,1,20,4,3,12,2,1,0,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2109,1980,82739.60783147758,0,0,27,740,47,389,64,40,38,1,7,4,7,3,0,0,0,0,0,0,3,11,1,PhD,Single
2110,1954,50514.43197250545,0,1,20,316,0,36,12,0,133,6,4,4,4,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2111,1961,73232.85842349911,0,0,24,1009,50,519,115,33,92,1,6,5,7,3,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2112,1953,69137.736016783,0,0,31,806,52,488,88,69,132,1,2,4,6,6,0,0,0,0,0,0,3,11,1,Graduation,Single
2113,1974,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,PhD,Divorced
2114,1958,93587.2028670802,0,0,60,952,67,840,149,65,126,0,5,7,5,2,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2115,1985,90534.05692910618,0,0,29,1056,60,266,76,58,50,1,4,5,7,1,0,0,1,1,0,0,3,11,1,Unknown,Single
2116,1980,64908.61316940837,0,0,8,770,60,344,16,21,58,1,3,4,7,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2117,1971,22864.364711982034,1,0,29,16,15,25,26,21,31,3,3,1,2,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2118,1955,79665.78214109155,0,0,44,866,29,537,44,32,175,1,5,9,4,3,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2119,1981,42007.88814498288,0,0,41,191,44,177,39,34,43,4,6,1,8,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2120,1966,31888.93695583863,0,0,25,10,14,13,9,1,21,1,1,1,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2121,1953,50227.59869456562,0,1,46,492,4,133,20,26,24,4,7,5,7,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2122,1984,81562.01560507009,0,0,7,488,36,239,28,121,57,1,5,5,8,3,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2123,1973,55303.1527123398,0,1,35,385,33,139,7,33,68,4,7,3,7,6,0,0,0,0,0,0,3,11,1,PhD,Married
2124,1971,64697.89738606459,0,0,31,733,108,449,62,57,94,1,7,3,7,4,0,0,0,0,0,0,3,11,1,Graduation,Single
2125,1971,62196.19536641392,0,1,54,794,11,373,16,12,12,4,6,5,5,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2126,1967,39675.87002032495,1,0,27,115,1,95,4,13,26,4,5,1,3,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2127,1955,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,Graduation,Together
2128,1976,83638.44402559532,0,0,32,643,98,478,116,60,134,1,5,10,6,2,0,0,0,1,0,0,3,11,1,Unknown,Unknown
2129,1973,80756.82824994545,0,0,20,875,159,685,43,30,43,1,7,4,10,7,0,0,1,0,0,0,3,11,1,Unknown,Married
2130,1967,87015.34013402206,0,0,20,197,48,481,24,23,50,1,4,10,5,3,0,0,0,0,0,0,3,11,1,Unknown,Married
2131,1972,82165.49435485122,0,0,81,524,80,771,49,74,61,1,3,2,8,1,0,0,1,0,0,0,3,11,1,Graduation,Unknown
2132,1972,27282.57974543897,1,0,20,19,3,26,9,9,4,2,2,0,3,7,0,0,0,0,0,0,3,11,1,Unknown,Single
2133,1957,71067.74306025116,0,0,24,900,22,565,93,117,29,6,10,9,5,6,0,0,0,0,0,0,3,11,1,Unknown,Together
2134,1979,39727.06704452595,1,0,37,130,12,75,20,13,34,3,6,1,3,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2135,1958,67878.1856872818,0,0,5,536,87,436,72,25,90,1,2,6,7,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2136,1959,71049.42120612964,0,0,24,928,29,554,109,114,19,6,10,10,5,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2137,1986,81411.21025546195,0,0,15,244,26,377,27,79,71,1,3,8,11,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2138,1961,78152.01524339814,0,0,52,955,65,214,79,46,63,1,11,6,7,4,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2139,1968,35926.43880787546,0,1,39,49,10,37,19,15,24,2,1,2,2,4,1,0,0,0,0,0,3,11,1,Unknown,Unknown
2140,1977,73344.2559534454,0,0,8,813,97,545,183,24,120,1,3,7,8,2,0,0,0,1,0,0,3,11,1,Unknown,Unknown
2141,1955,50456.43671840853,0,1,7,295,2,37,7,1,105,5,5,2,4,6,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2142,1969,27134.14749172533,0,0,39,10,13,25,13,15,8,2,2,0,3,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2143,1959,55038.49988541827,0,1,20,189,16,172,30,25,11,4,4,2,7,4,0,0,0,0,0,0,3,11,1,PhD,Unknown
2144,1966,26998.80988957071,1,0,18,6,4,12,0,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2145,1968,78189.76334971057,0,0,64,906,62,413,167,62,64,1,7,7,7,4,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2146,1971,91782.2318470877,0,0,52,618,173,931,121,123,19,0,7,6,5,2,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2147,1959,40190.37653854179,1,0,58,32,15,40,15,15,18,2,2,0,4,6,0,0,0,0,0,0,3,11,1,Master,Unknown
2148,1979,15236.2867163115,1,0,53,2,2,8,4,3,13,2,1,0,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2149,1955,63051.69134192167,0,1,36,313,18,55,23,3,187,1,6,4,3,5,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2150,1946,78565.82620210233,0,0,13,574,78,601,199,168,95,1,4,5,4,1,0,0,1,0,0,0,3,11,1,Graduation,Unknown
2151,1979,36123.1866187354,0,0,28,62,25,38,43,19,107,1,2,3,2,5,1,0,0,0,0,0,3,11,1,Unknown,Unknown
2152,1972,30759.731305052905,1,0,22,13,0,7,1,1,10,2,1,1,2,7,0,0,0,0,0,0,3,11,1,Unknown,Married
2153,1964,47017.07954461512,0,1,65,214,1,39,4,1,18,6,4,1,4,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2154,1965,42311.90719275826,1,0,30,217,8,80,1,7,23,5,5,1,6,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2155,1976,81961.37942831841,0,0,61,249,84,589,60,80,88,1,3,3,7,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2156,1956,36879.46883952012,0,1,51,186,4,35,14,0,79,3,4,2,3,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2157,1976,70374.24379930984,0,0,23,342,21,470,144,98,78,1,5,5,7,2,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2158,1971,34875.65702919173,1,0,8,115,17,37,5,2,16,3,3,1,3,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2159,1957,26185.12689892244,1,0,27,26,1,28,5,4,4,3,2,0,3,8,0,0,0,0,0,0,3,11,1,PhD,Unknown
2160,1981,91007.4176077312,0,0,32,847,108,125,167,128,107,1,6,8,8,2,0,0,1,1,0,0,3,11,1,Unknown,Single
2161,1959,82698.96820608123,0,0,24,1038,43,109,44,78,55,1,5,5,10,2,0,0,1,0,0,0,3,11,1,Unknown,Unknown
2162,1968,37102.53219498272,1,0,17,122,4,62,4,8,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2163,1954,40988.00888422762,1,0,34,67,4,49,9,10,43,3,3,1,3,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2164,1971,18320.446467035777,1,0,50,10,2,17,2,1,23,3,2,1,2,7,1,0,0,0,0,0,3,11,1,Graduation,Unknown
2165,1961,26182.547010603525,1,1,13,10,1,18,5,4,16,2,1,1,2,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2166,1962,72960.43570256534,0,0,9,1078,38,591,144,38,54,1,4,5,7,2,0,0,0,1,0,0,3,11,1,Unknown,Unknown
2167,1979,31532.29604500881,0,0,50,4,5,12,2,1,12,1,1,0,2,7,1,0,0,0,0,0,3,11,1,Unknown,Single
2168,1970,31176.317984990965,0,0,36,29,1,29,7,1,27,1,2,0,2,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2169,1981,45347.293728035605,1,0,3,80,2,61,8,7,23,1,3,1,3,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2170,1981,87141.46662757588,0,0,76,908,109,740,60,77,52,1,9,2,6,2,0,0,0,0,0,0,3,11,1,PhD,Single
2171,1986,81428.4737708421,0,0,14,272,27,362,27,84,69,1,4,8,11,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2172,1963,85634.02846984481,0,0,71,471,51,827,70,87,39,1,3,6,4,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2173,1971,30678.58132278384,1,0,22,13,0,7,0,1,10,2,1,1,2,7,0,0,0,0,0,0,3,11,1,Unknown,Married
2174,1971,83959.36002010871,0,0,78,743,133,362,169,138,38,0,5,7,5,1,0,0,1,1,0,0,3,11,1,Unknown,Unknown
2175,1957,93972.6076202182,0,0,55,1056,53,791,149,66,143,0,5,8,5,2,0,0,1,1,0,0,3,11,1,Unknown,Unknown
2176,1969,76403.34042661864,0,0,41,685,160,415,198,48,55,1,2,4,5,5,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2177,1961,72829.45311423638,0,0,26,314,54,337,52,39,94,1,5,5,7,3,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2178,1972,86997.19114318083,0,0,67,612,100,825,63,82,36,1,5,4,5,2,0,0,0,0,0,0,3,11,1,PhD,Unknown
2179,1987,87588.53258396061,0,0,64,1194,160,798,88,134,37,1,7,9,9,3,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2180,1951,50089.79060912627,0,1,4,434,7,153,20,31,39,4,8,3,6,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2181,1982,90865.98330460986,0,0,67,906,62,404,96,82,80,1,6,5,8,2,0,0,1,0,0,0,3,11,1,Unknown,Unknown
2182,1964,39564.128869196415,1,0,51,162,4,139,5,22,40,6,6,1,4,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2183,1966,69759.27907360326,0,0,37,451,19,513,13,30,0,2,3,5,5,2,0,0,0,0,0,0,3,11,1,PhD,Single
2184,1977,16944.783924130603,1,0,10,5,5,25,10,6,15,3,2,1,2,6,0,0,0,0,0,0,3,11,1,Master,Unknown
2185,1961,91944.34400182051,0,0,35,1039,105,772,100,98,33,0,6,9,7,2,0,0,1,0,0,0,3,11,1,Master,Unknown
2186,1966,56335.646821732094,0,0,24,644,4,62,5,0,48,3,10,2,7,8,0,0,0,0,0,0,3,11,1,Graduation,Together
2187,1963,39615.11438178356,1,0,56,134,6,121,3,20,37,5,5,1,4,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2188,1989,90385.17708785164,0,0,27,1174,63,550,46,61,44,1,3,4,8,1,0,0,1,0,0,0,3,11,1,Master,Single
2189,1962,73782.72628063202,0,0,51,785,92,387,81,23,175,1,7,5,6,5,0,0,0,0,0,0,3,11,1,Graduation,Married
2190,1978,17975.265474847267,0,0,9,6,4,10,4,7,24,2,1,1,2,6,0,0,0,0,0,0,3,11,1,Master,Unknown
2191,1970,75241.87143716442,0,0,38,704,101,857,102,29,24,1,6,5,5,4,0,0,0,0,0,0,3,11,1,Master,Unknown
2192,1974,75372.00908766761,0,0,28,718,91,835,90,16,32,1,6,6,6,4,0,0,0,0,0,0,3,11,1,Master,Unknown
2193,1962,80390.37340195564,0,0,22,807,96,587,157,40,32,1,5,7,7,3,0,0,0,0,0,0,3,11,1,Unknown,Married
2194,1973,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1,PhD,Unknown
2195,1974,22564.761946377068,0,0,26,5,8,14,9,2,35,1,1,1,2,7,1,0,0,0,0,0,3,11,1,Graduation,Unknown
2196,1969,61784.96794369149,0,1,40,724,8,343,20,13,26,4,5,4,5,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2197,1965,31038.065523484474,0,0,46,44,3,44,10,1,42,1,3,0,2,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2198,1963,69110.7208729839,0,0,25,445,40,490,35,26,33,2,3,6,5,2,0,0,0,0,0,0,3,11,1,PhD,Unknown
2199,1963,65149.33562101009,0,0,10,844,60,303,17,36,30,3,8,3,6,5,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2200,1962,90193.2920698059,0,0,9,380,50,904,205,43,16,1,4,5,7,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2201,1950,72336.04313243246,0,0,68,506,34,439,94,132,138,1,4,7,8,6,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2202,1971,56423.73482830575,0,0,39,648,3,89,4,3,32,4,9,3,8,7,0,0,0,0,0,0,3,11,1,Unknown,Together
2203,1979,15495.975871931816,1,0,52,1,2,11,5,3,12,2,1,1,2,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2204,1964,81277.6526194438,0,0,23,938,26,329,47,22,58,2,8,3,5,4,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2205,1989,90693.826140274,0,0,29,1112,119,809,105,143,98,1,3,4,9,1,0,0,1,0,0,0,3,11,1,Unknown,Single
2206,1955,72796.68988883079,0,0,35,793,59,571,133,67,53,1,3,7,7,2,0,0,0,1,0,0,3,11,1,Unknown,Unknown
2207,1964,60644.93880486229,0,0,35,243,97,269,76,65,86,6,7,4,9,5,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2208,1958,64915.2034530995,0,0,35,694,50,339,77,73,90,1,8,3,6,5,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2209,1963,42453.59676271531,1,0,14,147,3,56,0,1,8,4,3,1,5,7,0,0,0,0,0,0,3,11,1,Graduation,Together
2210,1956,85668.49449138905,0,0,20,1093,23,452,48,77,49,1,2,4,8,1,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2211,1953,47747.73247381488,0,1,3,119,1,26,0,2,33,3,3,1,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2212,1980,82679.05615820408,0,0,27,843,56,305,51,57,48,1,6,4,7,2,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2213,1958,90164.26357342636,0,0,12,372,44,979,217,66,29,1,4,6,6,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2214,1969,64723.88526524694,0,0,33,719,98,432,68,62,96,1,7,3,7,4,0,0,0,0,0,0,3,11,1,Graduation,Single
2215,1975,42047.43603927009,1,0,53,241,14,104,3,14,47,5,6,1,6,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2216,1955,55071.58091024057,0,1,10,200,18,188,33,26,11,5,4,1,8,4,0,0,0,0,0,0,3,11,1,PhD,Unknown
2217,1964,81340.34834522207,0,0,32,574,61,816,100,73,107,1,4,6,8,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2218,1957,26292.749226544693,1,1,20,13,1,21,4,3,11,2,1,0,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2219,1979,87080.70345212393,0,0,80,906,108,760,76,83,50,1,8,3,7,2,0,0,0,0,0,0,3,11,1,PhD,Single
2220,1962,91963.33464798244,0,0,34,1020,112,774,100,103,32,0,6,9,7,2,0,0,1,0,0,0,3,11,1,Master,Unknown
2221,1956,55752.82339381136,0,0,33,524,0,88,0,3,42,3,10,1,6,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2222,1967,30557.70860822901,0,0,29,24,1,18,3,1,22,1,1,0,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2223,1972,27190.363885110608,1,0,13,1,5,7,0,1,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2224,1981,75993.59216554114,0,0,13,755,35,628,53,32,58,1,3,5,9,1,0,0,1,0,0,0,3,11,1,Unknown,Single
2225,1974,35932.879763038065,0,0,34,28,7,16,14,6,44,1,1,1,2,5,1,0,0,0,0,0,3,11,1,Unknown,Unknown
2226,1974,81823.38266637258,0,0,19,816,41,174,31,161,39,1,6,3,7,5,0,0,0,0,0,0,3,11,1,Unknown,Single
2227,1982,78655.79528256161,0,0,12,542,42,798,86,63,110,1,4,6,5,2,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2228,1952,69347.1530203827,0,0,10,980,25,286,42,14,47,1,9,4,6,4,0,0,1,0,0,0,3,11,1,Graduation,Unknown
2229,1980,45395.36117257783,1,0,5,104,4,77,12,9,22,3,3,1,4,6,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2230,1973,31782.818104764145,0,0,15,31,7,10,4,1,32,1,2,1,2,7,1,0,0,0,0,0,3,11,1,Unknown,Single
2231,1971,35476.76919477441,1,0,10,48,2,47,5,6,24,1,2,1,3,7,0,0,0,0,0,0,3,11,1,Master,Married
2232,1958,71399.94052429605,0,0,11,604,84,476,180,69,32,3,6,8,5,4,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2233,1972,34829.49136597069,1,0,32,17,0,6,0,0,11,1,1,0,2,7,0,0,0,0,0,0,3,11,1,Unknown,Married
2234,1966,43513.409343964966,1,1,15,121,5,57,3,1,11,4,3,1,4,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2235,1959,82776.98144819002,0,0,24,904,31,219,61,57,42,1,7,5,10,3,0,0,0,0,0,0,3,11,1,PhD,Single
2236,1955,50431.26139647629,0,1,5,293,3,37,4,1,79,5,5,2,5,6,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2237,1956,78180.57766538026,0,0,61,991,32,552,129,36,135,3,3,6,7,5,0,0,0,1,0,0,3,11,1,Unknown,Unknown
2238,1953,82453.94494488741,0,0,49,987,46,378,159,111,165,1,3,9,12,1,0,0,1,0,0,0,3,11,1,Unknown,Unknown
2239,1972,25657.67882273972,1,0,10,28,2,24,9,6,15,2,2,0,2,8,0,0,0,0,0,0,3,11,1,Unknown,Divorced
2240,1969,78573.40547154324,0,0,33,822,66,522,204,63,98,1,5,5,4,3,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2241,1954,36923.53564481602,0,1,46,137,3,24,7,0,51,3,3,2,2,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2242,1971,42169.096333678106,1,0,42,230,11,93,2,10,36,5,6,1,6,8,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2243,1973,84452.40285380922,0,0,5,1384,17,381,17,17,6,1,4,5,7,3,0,1,1,0,0,0,3,11,1,PhD,Unknown
2244,1977,73231.89118926814,0,0,40,1063,21,408,46,21,93,1,5,9,5,2,0,0,0,1,0,0,3,11,1,PhD,Unknown
2245,1972,60295.02260431106,1,1,13,436,27,125,24,9,50,10,7,3,7,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2246,1972,22623.37612616995,0,0,26,8,11,24,23,11,43,1,2,1,2,9,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2247,1955,63184.78319663172,0,1,33,313,23,68,30,9,181,1,6,4,3,5,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2248,1970,39767.97219319972,1,0,12,76,1,58,3,6,16,1,4,0,2,8,0,0,0,0,0,0,3,11,1,Master,Single
2249,1984,90903.39056717152,0,0,31,948,116,413,146,139,107,1,5,7,9,2,0,0,1,0,0,0,3,11,1,Unknown,Single
2250,1955,45022.50998543486,0,0,12,64,14,39,3,10,22,2,3,1,3,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2251,1980,56937.768316580274,0,0,80,743,7,124,10,7,8,7,7,5,8,6,0,1,0,0,0,0,3,11,1,Unknown,Unknown
2252,1972,70428.40764386766,0,0,9,367,10,585,137,47,162,1,6,5,8,2,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2253,1981,36786.99787405475,0,0,14,11,2,15,9,14,11,1,2,1,2,8,0,0,0,0,0,0,3,11,1,Graduation,Married
2254,1965,32224.29287489925,0,0,26,63,20,23,18,5,47,1,3,1,2,7,1,0,0,0,0,0,3,11,1,Unknown,Single
2255,1983,81668.08538818569,0,0,2,660,43,142,29,151,47,1,7,2,5,4,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2256,1972,27191.99338173035,1,0,12,1,6,7,0,1,4,1,1,0,2,8,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2257,1955,55330.084103844114,0,1,8,320,8,90,14,10,5,7,5,2,7,5,0,0,0,0,0,0,3,11,1,PhD,Single
2258,1982,90296.53556928568,0,0,24,602,109,884,145,61,87,1,4,6,6,1,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2259,1982,19246.46936872166,0,0,6,5,5,2,6,3,17,1,0,1,2,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2260,1960,92939.10502145518,0,0,28,1291,49,737,91,79,46,0,7,7,11,2,0,0,1,0,0,0,3,11,1,Unknown,Single
2261,1977,16790.247237003223,1,0,20,13,3,13,4,2,21,2,1,0,2,8,0,0,0,0,0,0,3,11,1,Unknown,Married
2262,1959,87285.39870882912,0,0,21,322,34,534,60,118,72,1,4,4,7,1,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2263,1975,79173.52387829263,0,0,2,1073,37,518,192,91,128,1,4,6,6,2,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2264,1954,50743.3075209652,0,1,13,318,4,40,1,2,34,4,6,1,6,7,0,1,0,0,0,0,3,11,1,Unknown,Unknown
2265,1990,86029.17556810158,0,0,94,488,44,140,29,21,22,1,5,6,10,2,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2266,1968,90982.1137625495,0,0,90,1161,22,381,48,72,38,0,6,5,6,3,0,0,1,0,0,0,3,11,1,Unknown,Unknown
2267,1961,93534.40913157804,0,0,47,998,84,792,139,90,113,0,5,9,5,2,0,0,1,1,0,0,3,11,1,Unknown,Unknown
2268,1963,84781.59901459572,0,0,1,1275,16,355,37,16,14,1,2,4,8,3,0,1,1,0,0,0,3,11,1,PhD,Unknown
2269,1971,83147.17636503694,0,0,78,965,144,834,134,41,207,1,5,6,9,2,0,0,1,0,0,0,3,11,1,Unknown,Unknown
2270,1991,90280.30961991292,0,0,31,713,128,854,119,75,110,1,4,5,7,1,0,0,1,0,0,0,3,11,1,Unknown,Single
2271,1974,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,PhD,Divorced
2272,1959,82430.28003904229,0,0,48,1005,54,355,145,113,161,1,3,8,11,1,0,0,1,0,0,0,3,11,1,Master,Unknown
2273,1959,44123.698133823134,1,0,7,142,2,70,4,3,20,4,4,1,3,7,0,0,0,0,0,0,3,11,1,Unknown,Together
2274,1974,87047.64428528487,0,0,68,691,103,798,59,80,41,1,6,4,5,2,0,0,0,0,0,0,3,11,1,PhD,Unknown
2275,1946,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,PhD,Single
2276,1969,53786.244091550725,0,1,2,209,10,155,17,9,10,6,4,1,8,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2277,1956,63050.47626433186,0,1,40,441,16,62,18,2,155,2,7,3,3,6,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2278,1980,37476.76912156646,0,0,22,29,0,13,2,2,3,1,1,0,2,7,0,0,0,0,0,0,3,11,1,Unknown,Unknown
2279,1979,45534.22049488981,1,0,6,155,5,84,13,10,22,4,3,1,5,6,0,0,0,0,0,0,3,11,1,Graduation,Unknown
2280,1965,42370.08682804448,1,1,16,120,5,50,1,7,10,4,2,1,4,6,0,0,0,0,0,0,3,11,1,Graduation,Unknown
